text,classes
ঠিক বলেছেন এটা শুরু করা হয়েছে গ্যাস লাইন কেটে তাই না,disgust
অংসান সুচিকে এক সময় আমার ভালো লাগতো এখন তার মুখে থুথু ফেলতে ঘৃনা হয় সুচির মুখে থু ,disgust
ভালো হয়েছে      না খেয়ে মর কুত্তার জাত,anger
ইরাকের আবু গারিব কারাগারে বন্দি নূর এবং ফাতিমা যখন চিৎকার করে বলেছিল হে মুজাহিদ ভাইয়েরা তোমরা কোথায়  ওদের প্রতি রাতের অত্যাচার আর সহ্য করতে পারছিনা  তখনও আমাদের বিবেক জাগ্রত হয়নি ,disgust
সাধারন মানুষের মগজ বিক্রিত করে বির বানানো কত তুকু সু চিন্তা বুজি না  এই,disgust
এদেশে যতই জনসংখ্যা বেশি হোক তারপরেও জীবন বাঁচাতে আসা রোহিঙ্গাদের আশ্রয় দেওয়া উচিৎ ,sadness
আল্লাহ তুমিই ভাল বুজ যা কর তুমি আল্লাহ বান্দার ভালর জন্যই কর   আমিন,joy
কথা তো নয় যেন বোমা ফাটালো দুইজন শুধু ভালোই লাগে শুনতে,joy
নিরীহ পাবলিক হত্যা করা চরম কাপুরুষ এর কাজ ,disgust
হিসেবে পরিচয় দিতে গর্ববোধ করিআমরা জানি,joy
আপনি তাড়াতাড়ি অবসরে গিয়ে দেশবাসীকে বাচান,disgust
সবার পথ চলা হোক একসাথে,joy
ওয়াসফিয়া নাজরিন তুমি একটা ইতিহাস তুমি কোটি জনতার অহংকার ,joy
তুমি ভাল করে বল কর দেখবা কাজ হয়ে যাবে,surprise
আমার হতাশা অপেক্ষা তোমার রহমত বহু,sadness
এর পরে কোনো গাড়ি খেয়ে দিলেই সব সরকারের দোষ  পরিবহন মন্ত্রীর চৌদ্দ গুষ্টিকে নিয়ে এই গরীবের     ওয়াজ করবে  শালার বাঙ্গালী ভাত পায়না আবার রাইডিং সোডাউ,disgust
এই ভাবে প্রধান মুন্ত্রি পদত্যাগ করতে পারেন না ,disgust
আৎকে জন তাই এদেৱ সহানুভুতি কোন পৱয়োজন নেই পারলে বৱাশ কৱে মেলে ফেলো৷,disgust
আমরা আজ পর্যন্ত একটা ব্যাচ ডে পাইলাম না আর একবার পেয়েও করতে পারলাম না,sadness
ইরানে মুভি গুলিতে ভাল গল্প থাকে,joy
সয়তান সুচি কে পুড়িয়ে ফেলা হোক,anger
এই রেন্ডিয়ান ভিখারি তো গরুর সন্তান   তোদের মালাউনদের মত কোন পশুর গো মূত্র কেউ খায় না   মালাউন রেন্ডিয়ান ভিখারি  ,sadness
আমার এই ক্ষুদ্র জীবনে পাওয়া এইরকম মানুষদের মধ্যে তুমি একজন ,joy
